gene_id	chrom	left	right
AMDHD2	16	2570357	2580492
AMELX	X	11311532	11318873
AMELY	Y	6733958	6742068
AMER1	X	63404996	63425624
AMER2	13	25735821	25746426
AMER3	2	131513007	131522659
AMFR	16	56395363	56459450
AMH	19	2249307	2250748
AMHR2	12	53817638	53825318
AMIGO1	1	110046796	110052304
AMIGO2	12	47469489	47473648
AMIGO3	3	49754266	49757128
AMMECR1	X	109437413	109561467
AMMECR1-IT1	X	109548647	109550449
AMMECR1L	2	128619203	128643496
AMMECR1LP1	13	97225912	97226753
AMN	14	103388992	103397529
AMN1	12	31824070	31882108
AMOT	X	112017730	112084043
AMOTL1	11	94439596	94532705
AMOTL2	3	134074715	134093436
AMPD1	1	115215718	115238207
AMPD2	1	110158725	110168820
AMPD3	11	10329859	10432385
AMPH	7	38423304	38671167
AMT	3	49454210	49460111
AMTN	4	71384256	71398459
AMY1A	1	104197911	104201226
AMY1B	1	104230036	104239076
AMY1C	1	104293027	104301312
AMY2A	1	104159998	104168402
AMY2B	1	104096436	104122152
AMYP1	1	104256344	104262493
AMZ1	7	2719155	2756163
AMZ2	17	66243714	66253297
AMZ2P1	17	62962667	62971686
AMZ2P2	6	159146778	159147835
ANAPC1	2	112523847	112614424
ANAPC1P1	2	87098423	87149816
ANAPC2	9	140069235	140082989
ANAPC4	4	25378834	25420120
ANAPC5	12	121746047	121748197
ANAPC7	12	110810704	110841535
ANAPC10	4	145888263	146019365
ANAPC10P1	1	52719292	52719848
ANAPC13	3	134196547	134204865
ANAPC15	11	71817423	71823750
ANAPC16	10	73975786	73993373
ANG	14	21152335	21162345
ANGEL1	14	77253587	77279283
ANGEL2	1	213165523	213189168
ANGPT1	8	108261720	108510283
ANGPT2	8	6357171	6420930
ANGPT4	20	853295	896960
ANGPTL1	1	178818839	178840187
ANGPTL2	9	129849610	129885162
ANGPTL3	1	63063157	63071830
ANGPTL4	19	8428172	8429493
ANGPTL5	11	101761404	101787253
ANGPTL7	1	11249397	11256038
ANGPTL8	19	11348177	11352494
ANHX	12	133794897	133812414
ANK1	8	41510738	41655140
ANK2	4	113739264	114274869
ANK3	10	61786055	62149488
ANKAR	2	190539015	190625919
ANKDD1A	15	65204100	65243230
ANKDD1B	5	74907283	74967671
ANKEF1	20	9966773	10023864
ANKFN1	17	54188318	54305911
ANKFY1	17	4067200	4167272
ANKH	5	14704909	14751320
ANKHD1	5	139781398	139919441
ANKHD1-EIF4EBP3	5	139781492	139929154
ANKIB1	7	91875547	92030698
ANKK1	11	113258512	113271140
ANKLE1	19	17392453	17397314
ANKLE2	12	133302253	133338474
ANKMY1	2	241418838	241497380
ANKMY2	7	16639400	16685442
ANKRA2	5	72848159	72861511
ANKRD1	10	92671852	92681033
ANKRD2	10	99332197	99343616
ANKRD6	6	90142888	90343553
ANKRD7	7	117854726	117880041
ANKRD9	14	102973178	102976128
ANKRD10	13	111530886	111567416
ANKRD10-IT1	13	111547405	111551519
ANKRD12	18	9136225	9195595
ANKRD13A	12	110436990	110468505
ANKRD13B	17	27916786	27936140
ANKRD13C	1	70726270	70820405
ANKRD13D	11	67056017	67069952
ANKRD16	10	5903579	5931861
ANKRD17	4	73939092	74124502
ANKRD18A	9	38540565	38577204
ANKRD18B	9	33524391	33572999
ANKRD18CP	9	99918851	99983517
ANKRD18DP	3	197780392	197807383
ANKRD18EP	6	39078096	39080728
ANKRD19P	9	95571669	95650975
ANKRD20A2	9	42368302	42411410
ANKRD20A4	9	69381811	69425560
ANKRD20A5P	18	14179095	14185368
ANKRD20A7P	9	44076367	44118444
ANKRD20A8P	2	95476790	95483546
ANKRD20A9P	13	19390857	19446107
ANKRD20A10P	13	25324794	25326309
ANKRD20A11P	21	15281894	15307976
ANKRD20A17P	4	49504161	49508039
ANKRD20A18P	21	15436645	15441408
ANKRD20A19P	13	24513695	24520921
ANKRD22	10	90581888	90611575
ANKRD23	2	97490262	97507854
ANKRD26	10	27280842	27303608
ANKRD26P1	16	46503252	46551863
ANKRD26P2	13	39496863	39510336
ANKRD26P3	13	19864732	19918965
ANKRD26P4	13	31885425	31887058
ANKRD27	19	33087912	33166105
ANKRD28	3	15708742	15838028
ANKRD29	18	21178889	21242849
ANKRD30A	10	37414784	37521495
ANKRD30B	18	14728270	14808730
ANKRD30BL	2	132905163	133015542
ANKRD30BP1	21	14756569	14760261
ANKRD30BP2	21	14410480	14424439
ANKRD30BP3	10	45652222	45672373
ANKRD31	5	74364099	74464990
ANKRD33	12	52281743	52285438
ANKRD33B	5	10564441	10649736
ANKRD33B-AS1	5	10627371	10628337
ANKRD34B	5	79852573	79866307
ANKRD34C	15	79575145	79590580
ANKRD34C-AS1	15	79484048	79576167
ANKRD35	1	145549229	145568526
ANKRD36	2	97779232	97930258
ANKRD36B	2	98108977	98127712
ANKRD36BP1	1	168214802	168216581
ANKRD36BP2	2	89065323	89079082
ANKRD36C	2	96514586	96592977
ANKRD36P1	Y	28555961	28566682
ANKRD37	4	186317174	186320182
ANKRD39	2	97502347	97523751
ANKRD40	17	48770550	48785285
ANKRD42	11	82904780	82926242
ANKRD44	2	197831740	197987457
ANKRD44-IT1	2	198115581	198167243
ANKRD45	1	173578699	173639001
ANKRD46	8	101521979	101571970
ANKRD49	11	94226794	94232749
ANKRD50	4	125585206	125633887
ANKRD52	12	56631590	56652175
ANKRD53	2	71205509	71212626
ANKRD54	22	38226861	38240438
ANKRD54P1	10	45646892	45647363
ANKRD55	5	55395506	55529186
ANKRD60	20	56793550	56803709
ANKRD61	7	6071006	6076017
ANKRD62	18	12093851	12127938
ANKRD62P1	22	17151979	17160383
ANKRD62P1-PARP4P3	22	17134955	17156430
ANKRD63	15	40573644	40574787
ANKRD65	1	1353799	1357149
ANKRD66	6	46714653	46727243
ANKS1A	6	34857041	35059179
ANKS1B	12	99120234	99145214
ANKS3	16	4746512	4781584
ANKS4B	16	21244985	21263750
ANKS6	9	101493610	101539708
ANKUB1	3	149478891	149510610
ANKZF1	2	220094478	220101391
ANLN	7	36429414	36493400
ANO1	11	69924407	70035634
ANO1-AS1	11	70033893	70034615
ANO1-AS2	11	69918539	69921539
ANO2	12	5641034	5672503
ANO3	11	26210828	26682227
ANO4	12	101111303	101413902
ANO5	11	22214721	22304903
ANO6	12	45609769	45815000
ANO7	2	242127923	242164791
ANO7L1	1	16542403	16543655
ANO8	19	17434031	17445638
ANO9	11	417932	429758
ANO10	3	43396350	43407700
ANOS1	X	8496914	8700227
ANOS2P	Y	15863535	16027704
ANP32A	15	69070873	69113234
ANP32AP1	15	35473999	35530398
ANP32B	9	100745642	100778225
ANP32BP1	15	75613737	75615034
ANP32BP2	22	45047714	45048259
ANP32BP3	15	81409975	81410681
ANP32C	4	165118158	165118863
ANP32D	12	48866447	48866843
ANP32E	1	150190716	150208504
ANPEP	15	90328119	90358094
ANTXR1	2	69240309	69476459
ANTXR2	4	80822302	80994240
ANXA1	9	75766672	75785309
ANXA2	15	60639332	60690185
ANXA2P2	9	33624222	33625532
ANXA2P3	10	66585328	66586336
ANXA2R	5	43039334	43043272
ANXA3	4	79472672	79531575
ANXA4	2	69871556	70008692
ANXA5	4	122589109	122618268
ANXA6	5	150480272	150484833
ANXA7	10	75134858	75173825
ANXA9	1	150954492	150968110
ANXA10	4	169013665	169108841
ANXA11	10	81910644	81965328
ANXA13	8	124693033	124749642
AOAH	7	36552455	36634262
AOAH-IT1	7	36637439	36639726
AOC1	7	150521714	150558592
AOC2	17	40996616	41002724
AOC3	17	41003200	41010141
AOC4P	17	41017938	41019723
AOX1	2	201450590	201536214
AOX2P	2	201560639	201612763
AOX3P	2	201542955	201597262
AP1AR	4	113152892	113191203
AP1B1	22	29723668	29728310
AP1B1P1	22	32517963	32529456
AP1B1P2	22	32530014	32530120
AP1G1	16	71762912	71843104
AP1G2	14	24028773	24037279
AP1M1	19	16308388	16346160
AP1M2	19	10683346	10697991
AP1S1	7	100797677	100804558
AP1S2	X	15843928	15873054
AP1S2P1	7	97066829	97067208
AP1S3	2	224616402	224702319
AP2A1	19	50270224	50310369
AP2A2	11	924893	977193
AP2B1	17	33905064	33935334
AP2M1	3	183892476	183901879
AP2S1	19	47341392	47354034
AP3B1	5	77296348	77590579
AP3B2	15	83328032	83378666
AP3D1	19	2100987	2112405
AP3M1	10	75881523	75910821
AP3M2	8	42010463	42028701
AP3S1	5	115177177	115249778
AP3S2	15	90373830	90437574
AP4B1	1	114437369	114447692
AP4B1-AS1	1	114399256	114443859
AP4E1	15	51200868	51242346
AP4M1	7	99699171	99701271
AP4S1	14	31494311	31562205
AP5B1	11	65543363	65548273
AP5M1	14	57735626	57756797
AP5S1	20	3801177	3805949
AP5Z1	7	4815252	4831399
APAF1	12	99038918	99127305
APBA1	9	72042445	72287222
APBA2	15	29129628	29409920
APBB1	11	6416354	6417804
APBB1IP	10	26727131	26856732
APBB2	4	40812043	41216635
APBB3	5	139937852	139942492
APC	5	112043194	112103019
APC2	19	1446299	1455256
APCDD1	18	10454624	10489945
APCDD1L	20	57034156	57089994
APCDD1L-AS1	20	57090434	57194944
APCS	1	159557614	159558655
APEH	3	49711434	49721396
APELA	4	165798155	165818675
APEX1	14	20923349	20925927
APEX2	X	55026789	55035490
APH1A	1	150237803	150241399
APH1B	15	63568216	63597934
API5	11	43333512	43364226
API5P1	X	115238173	115239683
API5P2	2	178861999	178863497
APLF	2	68694692	68807294
APLN	X	128779239	128788933
APLNR	11	57001050	57004709
APLP1	19	36358800	36370428
APLP2	11	129939731	130013417
APMAP	20	24943560	24973615
APOA1	11	116706466	116708666
APOA1-AS	11	116706832	116726445
APOA2	1	161192081	161193421
APOA4	11	116691418	116694022
APOA5	11	116660082	116662611
APOB	2	21224300	21266945
APOBEC1	12	7801995	7818499
APOBEC2	6	41021042	41032250
APOBEC3A	22	39348745	39349421
APOBEC3AP1	4	171020968	171021255
APOBEC3B	22	39378351	39388551
APOBEC3B-AS1	22	39387563	39394214
APOBEC3C	22	39410087	39416357
APOBEC3D	22	39410367	39428321
APOBEC3F	22	39436608	39449915
APOBEC3G	22	39436923	39483735
APOBEC3H	22	39493228	39498610
APOBEC4	1	183615540	183622448
APOBR	16	28505969	28510291
APOC1	19	45417503	45422599
APOC1P1	19	45430060	45434643
APOC2	19	45449242	45452814
APOC3	11	116700421	116701598
APOC4	19	45445494	45452820
APOC4-APOC2	19	45445494	45452822
APOD	3	195295572	195311076
APOE	19	45409010	45412650
APOF	12	56754352	56756607
APOL1	22	36649055	36663571
APOL2	22	36622255	36636000
APOL3	22	36536371	36562225
APOL4	22	36585171	36600852
APOL5	22	36113918	36125530
APOL6	22	36044441	36064456
APOLD1	12	12878850	12967133
APOM	6	31620192	31625859
APOO	X	23851469	23926051
APOOL	X	84258831	84343069
APOOP1	5	156351129	156351721
APOOP2	3	87643987	87644526
APOOP3	12	65528467	65529053
APOOP4	4	69170060	69170657
APOOP5	16	59743896	59788752
APOPT1	14	104029298	104058524
APP	21	27252860	27543105
APPBP2	17	58520519	58603580
APPL1	3	57261764	57307496
APPL2	12	105567073	105630016
APRT	16	88875746	88878352
APTR	7	77286976	77325582
APTX	9	32972603	33001626
AQP1	7	30893009	30963427
AQP2	12	50344523	50352156
AQP3	9	33441151	33447609
AQP4	18	24432001	24445782
AQP4-AS1	18	24235705	24510721
AQP5	12	50355652	50359464
AQP6	12	50360976	50370922
AQP7	9	33384764	33402512
AQP7P1	9	67272037	67289492
AQP7P2	9	69633977	69650004
AQP7P4	9	67032330	67048373
AQP8	16	25227051	25240253
AQP9	15	58430367	58476778
AQP10	1	154293565	154296518
AQP11	11	77300435	77321054
AQP12A	2	241631261	241637900
AQP12B	2	241615834	241622323
AQR	15	35147731	35262040
AR	X	66764464	66950461
ARAF	X	47420515	47431299
ARAFP1	7	63398282	63398887
ARAFP2	7	62865219	62865778
ARAFP3	7	62803088	62803578
ARAP1	11	72396113	72411411
ARAP1-AS1	11	72396119	72404853
ARAP1-AS2	11	72411518	72416652
ARAP2	4	35949842	36075457
ARAP3	5	141032967	141061788
ARC	8	143692404	143696833
ARCN1	11	118443104	118471708
AREG	4	75310850	75320726
AREL1	14	75120139	75130768
ARF1	1	228270360	228286912
ARF1P1	7	94463215	94463759
ARF1P2	12	121282912	121283450
ARF1P3	8	125164163	125164674
ARF3	12	49329505	49351334
ARF4	3	57557089	57583135
ARF4-AS1	3	57583441	57586647
ARF4P1	9	136944025	136944566
ARF4P2	20	61503601	61504428
ARF4P3	13	101408804	101409313
ARF4P4	13	81462482	81463002
ARF5	7	127228398	127231759
ARF6	14	50359809	50361490
ARFGAP1	20	61904136	61921142
ARFGAP2	11	47185847	47198430
ARFGAP3	22	43192507	43253408
ARFGEF1	8	68085746	68179679
ARFGEF2	20	47538426	47653230
ARFGEF3	6	138483057	138665800
ARFIP1	4	153701088	153833509
ARFIP2	11	6496909	6502542
ARFRP1	20	62329995	62339355
ARG1	6	131894283	131905472
ARGFX	3	121289550	121305481
ARGLU1	13	107194020	107220512
ARHGAP1	11	46698629	46722149
ARHGAP4	X	153172820	153191708
ARHGAP5-AS1	14	32544624	32545999
ARHGAP6	X	11136238	11284124
ARHGAP8	22	45098354	45258586
ARHGAP9	12	57866037	57873633
ARHGAP10	4	148653213	148779639
ARHGAP11A	15	32907344	32930311
ARHGAP12	10	32094364	32217742
ARHGAP15	2	143848930	143995921
ARHGAP17	16	24930705	25026652
ARHGAP18	6	129897276	130031370
ARHGAP19	10	98978995	99030421
ARHGAP19-SLIT1	10	98757794	99052384
ARHGAP20	11	110447765	110561721
ARHGAP21	10	24872537	25012597
ARHGAP22	10	49654076	49813138
ARHGAP22-IT1	10	49718567	49719632
ARHGAP23P1	16	33709885	33739491
ARHGAP24	4	86396266	86923823
ARHGAP25	2	68906732	69043443
ARHGAP26	5	142149948	142606050
ARHGAP26-AS1	5	142239168	142248487
ARHGAP26-IT1	5	142572064	142573731
ARHGAP27	17	43471274	43509715
ARHGAP27P1-BPTFP1-KPNA2P3	17	62745780	62778117
ARHGAP28	18	6729716	6912154
ARHGAP29	1	94614543	94620385
ARHGAP30	1	161016735	161039660
ARHGAP31	3	119013219	119139561
ARHGAP31-AS1	3	119033139	119041607
ARHGAP32	11	128834954	129062093
ARHGAP33	19	36265433	36269451
ARHGAP35	19	47421932	47508334
ARHGAP36	X	130192215	130223853
ARHGAP39	8	145754562	145831201
ARHGAP40	20	37230576	37279295
ARHGAP42	11	100558383	100862668
ARHGAP42P1	2	132085748	132088430
ARHGAP42P2	2	130763772	130766696
ARHGAP42P3	22	16424124	16427059
ARHGAP42P4	14	20156419	20159353
ARHGAP42P5	14	19400328	19403264
ARHGAP44	17	12692855	12894960
ARHGDIG	16	318725	332084
ARHGEF1	19	42387227	42411595
ARHGEF2	1	155916629	155942111
ARHGEF3	3	56761445	56835995
ARHGEF3-AS1	3	56974067	56994882
ARHGEF4	2	131594488	131672058
ARHGEF5	7	144052380	144064432
ARHGEF6	X	135747705	135864247
ARHGEF7	13	111766905	111806309
ARHGEF7-AS1	13	111796651	111797080
ARHGEF7-AS2	13	111766158	111768025
ARHGEF7-IT1	13	111774998	111796611
ARHGEF9	X	62854846	63005413
ARHGEF9-IT1	X	62890075	62891382
ARHGEF10	8	1772141	1906799
ARHGEF10L	1	17866329	18017649
ARHGEF11	1	156904631	157015162
ARHGEF12	11	120207786	120360645
ARHGEF15	17	8213558	8215706
ARHGEF16	1	3370989	3397677
ARHGEF17	11	73019333	73080136
ARHGEF18	19	7459998	7537363
ARHGEF19	1	16524348	16533506
ARHGEF19-AS1	1	16524348	16524852
ARHGEF25	12	58003962	58011026
ARHGEF26	3	153838791	153975616
ARHGEF26-AS1	3	153742189	153838999
ARHGEF28	5	72921982	73237817
ARHGEF33	2	39117020	39202590
ARHGEF34P	7	143969537	143984059
ARHGEF35	7	143883175	143892748
ARHGEF37	5	148931509	148980794
ARHGEF38	4	106473776	106552837
ARHGEF38-IT1	4	106482747	106491395
ARHGEF39	9	35658871	35675863
ARHGEF40	14	21538428	21558399
ARID1A	1	27022523	27108595
ARID1B	6	157099062	157531913
ARID2	12	46123447	46301823
ARID3B	15	74833517	74890472
ARID3C	9	34621375	34628104
ARID4A	14	58765102	58840451
ARID4B	1	235294948	235357392
ARID5A	2	97202479	97216022
ARID5B	10	63661058	63856703
ARIH1	15	72766666	72879692
ARIH2	3	48956253	49004708
ARIH2OS	3	48955220	48956818
ARL1	12	101786897	101801598
ARL2	11	64781584	64789656
ARL2-SNX15	11	64781653	64808042
ARL2BP	16	57279009	57287516
ARL2BPP2	12	53157188	53157677
ARL2BPP3	13	37363468	37369067
ARL2BPP4	5	129865111	129865582
ARL2BPP5	5	162188838	162189319
ARL2BPP6	5	174717733	174718255
ARL2BPP7	9	104817533	104818023
ARL2BPP10	22	18585222	18586415
ARL3	10	104433487	104474164
ARL4A	7	12726480	12728804
ARL4AP1	10	62444262	62444967
ARL4AP2	4	40788126	40788727
ARL4AP3	10	5249131	5249705
ARL4AP4	3	23920471	23920989
ARL4AP5	6	151256103	151256702
ARL4C	2	235401684	235405244
ARL4D	17	41476326	41478505
ARL5A	2	152645497	152648304
ARL5AP1	X	118320404	118320792
ARL5AP2	10	100772859	100773709
ARL5AP3	1	68515042	68515428
ARL5AP4	22	25082134	25082646
ARL5B	10	18948333	18970568
ARL5C	17	37313146	37323318
ARL6	3	97483364	97519953
ARL6IP1	16	18802990	18813000
ARL6IP1P1	14	22117943	22118553
ARL6IP1P2	10	37283950	37284513
ARL6IP1P3	11	80364472	80365032
ARL6IP4	12	123464606	123467456
ARL6IP5	3	69134094	69155217
ARL6IP6	2	153574406	153617278
ARL8A	1	202102531	202113869
ARL8B	3	5163904	5222596
ARL9	4	57371508	57390614
ARL10	5	175792470	175808912
ARL11	13	50202434	50208008
ARL13A	X	100224696	100245818
ARL13B	3	93698982	93774512
ARL14	3	160394947	160396233
ARL14EP	11	30344597	30359774
ARL14EPL	5	115387162	115395815
ARL15	5	53179774	53606412
ARL16	17	79648203	79650954
ARL17A	17	44594067	44657036
ARL17B	17	44352149	44439130
ARMC1	8	66514693	66546442
ARMC2	6	109169618	109294985
ARMC2-AS1	6	109244178	109245306
ARMC3	10	23216952	23326516
ARMC4	10	28064114	28272367
ARMC4P1	10	27547690	27577753
ARMC5	16	31469400	31478426
ARMC6	19	19144383	19168987
ARMC7	17	73106046	73125265
ARMC8	3	137906108	138015391
ARMC8P1	9	38452778	38454067
ARMC9	2	232063259	232209914
ARMC10	7	102715327	102740196
ARMC10P1	3	94225609	94226464
ARMC12	6	35704808	35716688
ARMCX1	X	100805513	100809683
ARMCX2	X	100910266	100914829
ARMCX3	X	100877786	100882833
ARMCX3-AS1	X	100877972	100879154
ARMCX4	X	100673274	100788446
ARMCX5	X	101854095	101859083
ARMCX5-GPRASP2	X	101854439	101969510
ARMCX6	X	100870109	100872991
ARMCX7P	X	100852487	100853049
ARMS2	10	124214168	124216868
ARMT1	6	151773421	151791236
ARNT	1	150782180	150849244
ARNT2	15	80696691	80767921
ARNTL	11	13298198	13378324
ARNTL2	12	27485786	27576241
ARNTL2-AS1	12	27542721	27599558
ARPC1A	7	98923520	98985787
ARPC1B	7	98971871	98985818
ARPC2	2	219081816	219119071
ARPC3	12	110872629	110888212
ARPC3P1	20	47751016	47751549
ARPC3P2	1	211615615	211616148
ARPC3P5	6	15935012	15935546
ARPC4	3	9834178	9848126
ARPC4-TTLL3	3	9834765	9855035
ARPC5	1	183592400	183604817
ARPC5L	9	127624408	127640003
ARPIN	15	90443158	90456188
ARPP19	15	52839241	52861436
ARPP21	3	35680436	35729281
ARPP21-AS1	3	35691688	35693453
ARR3	X	69488154	69501082
ARRB1	11	74975225	75062749
ARRB2	17	4613783	4624766
ARRDC1	9	140500105	140509810
ARRDC1-AS1	9	140509783	140513265
ARRDC2	19	18111940	18124911
ARRDC3	5	90664540	90679176
ARRDC4	15	98462783	98515305
ARSA	22	51061181	51064084
ARSB	5	78073031	78281608
ARSD	X	2822010	2847392
ARSD-AS1	X	2822944	2824122
ARSDP1	Y	14474826	14499123
ARSE	X	2852698	2886286
ARSEP1	Y	14460539	14468218
ARSF	X	2959511	3030767
ARSFP1	Y	14373024	14378737
ARSG	17	66255322	66418872
ARSH	X	2924653	2951612
ARSI	5	149675905	149682516
ARSJ	4	114821439	114900857
ARSK	5	94890777	94940768
ART1	11	3666357	3680842
ART2BP	11	72189264	72190281
ART2P	11	72231029	72232777
ART3	4	76932336	77003229
ART4	12	14978502	14996429
ART5	11	3659732	3663485
ARTN	1	44398991	44402911
ARV1	1	231114726	231132900
ARVCF	22	19957418	20004331
ARX	X	25021810	25034065
AS3MT	10	104629272	104661656
ASAH1	8	17913933	17941879
ASAH2	10	51942537	52008370
ASAH2B	10	52499077	52516948
ASAP1	8	131064352	131414217
ASAP2	2	9346893	9545812
ASAP3	1	23755055	23810671
ASB1	2	239335382	239353016
ASB2	14	94400498	94443137
ASB3	2	53759809	53992686
ASB4	7	95107755	95125494
ASB5	4	177134823	177190373
ASB6	9	132399170	132404444
ASB7	15	101142738	101191910
ASB8	12	48541570	48551378
ASB9	X	15253409	15272887
ASB9P1	15	93338876	93339669
ASB10	7	150872784	150884478
ASB11	X	15298052	15332681
ASB12	X	63444075	63445503
ASB13	10	5680829	5683775
ASB14	3	57302374	57326710
ASB15	7	123207063	123277951
ASB16	17	42247814	42249577
ASB16-AS1	17	42253340	42264039
ASB17	1	76384557	76398116
ASB18	2	237102094	237150258
ASCC1	10	73856277	73975694
ASCC2	22	30184596	30234263
ASCC3	6	100956069	101329240
ASCL1	12	103351463	103354294
ASCL2	11	2289724	2292182
ASCL3	11	8959118	8964580
ASCL4	12	108168161	108170421
ASCL5	1	201083080	201096312
ASF1A	6	119215383	119230332
ASF1B	19	14230320	14247768
ASGR1	17	7076749	7082883
ASGR2	17	7004640	7018128
ASH1L	1	155305058	155532484
ASH1L-AS1	1	155531820	155533775
ASH1L-IT1	1	155365800	155366769
ASH2L	8	37962759	37997483
ASH2LP1	22	22774662	22775647
ASH2LP2	22	22720577	22722138
ASH2LP3	22	22693925	22695567
ASIC1	12	50451330	50477394
ASIC2	17	31340104	32484313
ASIC3	7	150745378	150749840
ASIC4	2	220378891	220398780
ASIC5	4	156750880	156787425
ASIP	20	32782374	32856982
ASL	7	65540784	65558545
ASLP1	22	23991399	23995521
ASMT	X	1733893	1761974
ASMTL	X	1522031	1572655
ASMTL-AS1	X	1520661	1522386
ASNS	7	97481429	97501854
ASNSD1	2	190526110	190535483
ASNSP1	8	47490834	47526145
ASNSP3	13	100714549	100715855
ASNSP4	8	47609251	47610310
ASNSP6	18	11745624	11747580
ASPA	17	3375667	3379689
ASPDH	19	51014856	51017947
ASPG	14	104552015	104579098
ASPH	8	62413115	62602408
ASPHD1	16	29911695	29917208
ASPHD2	22	26825238	26840981
ASPM	1	197053257	197115824
ASPN	9	95218486	95244788
ASPRV1	2	70187225	70189397
ASPSCR1	17	79934682	79954719
ASRGL1	11	62104919	62160882
ASS1	9	133320315	133376661
ASS1P1	6	25023474	25024711
ASS1P2	2	39037573	39038796
ASS1P4	X	3285189	3286423
ASS1P5	X	114899214	114900453
ASS1P6	Y	14043241	14044475
ASS1P7	3	177014948	177016174
ASS1P8	4	149447644	149448291
ASS1P9	5	53154995	53156231
ASS1P10	5	144608373	144609617
ASS1P11	7	21259831	21261047
ASS1P12	9	32945993	32947220
ASTE1	3	130732718	130745646
ASTL	2	96789588	96804175
ASTN1	1	176826437	177134003
ASTN2	9	119187503	120177216
ASTN2-AS1	9	119266561	119324572
ASXL1	20	30946154	31027122
ASXL2	2	25956621	26101385
ASXL3	18	31158578	31323525
ASZ1	7	117003275	117067577
ATAD1	10	89511268	89577917
ATAD2	8	124332089	124408705
ATAD2B	2	23971533	24149984
ATAD3A	1	1447530	1470065
ATAD3B	1	1407142	1418486
ATAD3C	1	1385068	1405538
ATAD5	17	29158987	29222887
ATAT1	6	30594618	30612456
ATCAY	19	3879861	3905593
ATE1	10	123499938	123687551
ATE1-AS1	10	123687826	123711480
ATF1	12	51157492	51207975
ATF1P1	6	93596968	93598299
ATF2	2	175936977	176032934
ATF3	1	212738675	212792877
ATF4	22	39915699	39918688
ATF4P1	X	153850678	153851751
ATF4P3	17	74221831	74222887
ATF4P4	11	113659952	113661882
ATF5	19	50431958	50436555
ATF6	1	161736083	161933860
ATF6B	6	32065952	32085387
ATF7	12	53901639	54020154
ATF7IP2	16	10420290	10513477
ATG2A	11	64662006	64684722
ATG2B	14	96747594	96830207
ATG3	3	112251355	112280810
ATG3P1	20	37957656	37958567
ATG4A	X	107334897	107397901
ATG4AP1	X	82253706	82254244
ATG4B	2	242576627	242613269
ATG4C	1	63249805	63284736
ATG4D	19	10654570	10663800
ATG5	6	106632350	106650304
ATG7	3	11313994	11354894
ATG9A	2	220074493	220087460
ATG9B	7	150709296	150709873
ATG10	5	81267843	81551958
ATG10-AS1	5	81368873	81369521
ATG10-IT1	5	81287813	81288300
ATG12	5	115163892	115177548
ATG12P2	2	223769357	223769773
ATG13	11	46638825	46696367
ATG14	14	55833109	55878576
ATG16L1	2	234118696	234173566
ATG16L2	11	72525352	72540680
ATG101	12	52463029	52464199
ATIC	2	216176539	216214486
ATL1	14	50999226	51054654
ATL2	2	38522021	38604404
ATL3	11	63391558	63439084
ATM	11	108093210	108158441
ATMIN	16	81069451	81080963
ATN1	12	7033625	7051484
ATOH1	4	94750041	94751221
ATOH7	10	69990385	69991871
ATOH8	2	85978466	86015189
ATOX1	5	151121876	151131987
ATP1A1	1	116915289	116930777
ATP1A1-AS1	1	116934868	116961244
ATP1A2	1	160085548	160106992
ATP1A3	19	42470733	42498379
ATP1A4	1	160121359	160156767
ATP1B1	1	169074934	169101960
